Date,Symbol,Open,High,Low,Close,Volume ETH,Volume TUSD,tradecount
12/20/2021,ETHTUSD,3923.8,3981.47,3759.79,3942.34,965.6117,3724200.738,2429
12/19/2021,ETHTUSD,3956.76,4030,3890.25,3917.1,1122.2085,4432751.167,2230
12/18/2021,ETHTUSD,3874.42,3993.9,3770.9,3959.51,1291.7092,5096339.098,2570
12/17/2021,ETHTUSD,3958.1,3989,3700,3889.33,791.2072,3059802.681,2045
12/16/2021,ETHTUSD,4022.29,4111.82,3945.47,3958.02,725.3386,2935430.792,1731
12/15/2021,ETHTUSD,3858.79,4452.33,3647.53,4018.26,1518.4702,5904310.064,2999
12/14/2021,ETHTUSD,3771.77,3879.58,3689,3862.04,1016.6308,3875500.596,1916
12/13/2021,ETHTUSD,4129.73,4140.99,3672,3781.17,945.3275,3677297.504,2110
12/12/2021,ETHTUSD,4089.77,4172.13,3982.71,4133.99,824.553,3358269.148,1797
12/11/2021,ETHTUSD,3902.45,4096.92,3839.94,4090.23,1728.1607,6949292.542,3433
12/10/2021,ETHTUSD,4107.59,4231,3894.1,3900.37,1892.1928,7664800.918,3874
12/9/2021,ETHTUSD,4444.61,4491.53,4078.16,4108.04,1166.2099,4957154.155,2771
12/8/2021,ETHTUSD,4311.26,4458.59,4229.77,4439.61,1044.7635,4560865.147,3243
12/7/2021,ETHTUSD,4351.99,4432.64,4262.19,4309.8,1783.1943,7793453.224,4086
12/6/2021,ETHTUSD,4201.29,4370.39,3927.3,4356.31,1177.0793,4891492.515,3427
12/5/2021,ETHTUSD,4134,4253.68,4045,4199.12,699.8496,2907286.672,2738
12/4/2021,ETHTUSD,4215.45,4233.68,3521.26,4123.61,1442.0611,5812469.526,3692
12/3/2021,ETHTUSD,4519.57,4860,4043.88,4225.65,1786.9445,7945981.493,3714
12/2/2021,ETHTUSD,4573.7,4629.83,4436.82,4511.76,850.4767,3860092.667,2436
12/1/2021,ETHTUSD,4636.48,4782.76,4530,4582.54,1338.1853,6231365.942,3735
11/30/2021,ETHTUSD,4449.49,4750.9,4350.97,4633.87,828.6518,3785513.513,3410
11/29/2021,ETHTUSD,4300,4459.86,4281.05,4440.5,582.1601,2534476.653,1686
11/28/2021,ETHTUSD,4098.67,4300,3956.13,4300,541.3984,2211783.264,1373
11/27/2021,ETHTUSD,4046.47,4178.45,4026.37,4064.26,314.1435,1290903.209,864
11/26/2021,ETHTUSD,4527.05,4542.66,3929.83,4040.74,1016.3915,4260880.641,2628
11/25/2021,ETHTUSD,4279.23,4553.47,4250.06,4519.44,845.5489,3721698.787,2644
11/24/2021,ETHTUSD,4348.3,4372.87,4173.84,4260.82,528.4958,2251664.694,1359
11/23/2021,ETHTUSD,4088.93,4385.69,4064.53,4341.51,836.2162,3518875.851,1967
11/22/2021,ETHTUSD,4252.3,4307.43,4000.02,4095.89,740.7053,3088395.54,2004
11/21/2021,ETHTUSD,4408.93,4438.27,4260.32,4273.36,460.496,2008272.777,1313
11/20/2021,ETHTUSD,4305.39,4436.35,4193.04,4414.44,452.356,1953574.009,1412
11/19/2021,ETHTUSD,3999.6,4312.89,3982.55,4300.68,757.1765,3124876.886,1880
11/18/2021,ETHTUSD,4295.23,4339.41,3944.08,3999.17,1174.6323,4817764.845,2534
11/17/2021,ETHTUSD,4209.98,4300,4063.49,4286.28,1146.415,4809262.221,3087
11/16/2021,ETHTUSD,4552.5,4552.5,4110.19,4214.52,1824.018,7832084.198,4679
11/15/2021,ETHTUSD,4629.54,4771.84,4543.67,4559.11,1940.6485,9027057.464,3583
11/14/2021,ETHTUSD,4644.88,4694.97,4514.78,4628.36,914.5398,4205212.511,2777
11/13/2021,ETHTUSD,4669.99,4708.12,4585.87,4650.58,1015.6832,4719436.051,2625
11/12/2021,ETHTUSD,4719.93,4807.9,4502,4682.55,1507.9362,7047938.489,3242
11/11/2021,ETHTUSD,4632.24,4781.08,4580.13,4727.89,1107.2227,5216224.252,2517
11/10/2021,ETHTUSD,4733.36,4864.53,4458,4634.27,1457.6537,6885607.354,4380
11/9/2021,ETHTUSD,4806.68,4838.73,4712.87,4730.88,1692.4924,8088359.737,3535
11/8/2021,ETHTUSD,4615.38,4823.25,4615.38,4810.56,1243.33001,5888385.029,3127
11/7/2021,ETHTUSD,4522.49,4637.39,4506.68,4616.19,827.7144,3791210.995,2826
11/6/2021,ETHTUSD,4476.76,4533.18,4332.75,4520.07,1232.2886,5469020.778,2746
11/5/2021,ETHTUSD,4532.48,4574.35,4443.83,4479.55,1055.8081,4744097.015,3398
11/4/2021,ETHTUSD,4602.75,4607.56,4424.57,4537.68,1082.163,4905741.709,3838
11/3/2021,ETHTUSD,4596.28,4668.33,4459.33,4605.92,1365.1576,6257204.684,3309
11/2/2021,ETHTUSD,4320.65,4600.45,4164.99,4585.86,2691.5897,11998777.18,5262
11/1/2021,ETHTUSD,4291.83,4380.17,3950,4329.4,1805.7198,7779932.336,5400
10/31/2021,ETHTUSD,4327.14,4395.7,4167.86,4290.44,1064.1111,4557795.533,7399
10/30/2021,ETHTUSD,4421.04,4433.42,4242.73,4323.23,1414.4656,6115655.939,10205
10/29/2021,ETHTUSD,4293.13,4460.61,4250,4420.9,1440.89571,6302015.318,9811
10/28/2021,ETHTUSD,3925.02,4296.53,3896.19,4287.13,1103.9009,4533348.824,3304
10/27/2021,ETHTUSD,4131.37,4312.22,3883,3923.5,1960.1034,8132937.047,5041
10/26/2021,ETHTUSD,4220.51,4294.9,4097.2,4129.58,1578.8646,6638516.041,4475
10/25/2021,ETHTUSD,4082.91,4235.32,4070.47,4211.43,870.7945,3621821.231,3904
10/24/2021,ETHTUSD,4169.18,4181.43,3962.07,4085.11,845.326,3441078.944,3697
10/23/2021,ETHTUSD,3971.04,4168.98,3938.42,4168.98,881.8609,3579362.276,3370
10/22/2021,ETHTUSD,4057.3,4166.97,3890.75,3972.49,1367.6625,5529032.128,4019
10/21/2021,ETHTUSD,4164,4373.35,4015.42,4051.66,1727.47493,7177051.071,4746
10/20/2021,ETHTUSD,3888,4166.97,3826.3,4165.28,1562.18081,6178520.345,3715
10/19/2021,ETHTUSD,3747.37,3886.74,3732.71,3874.97,1242.058,4727341.018,4237
10/18/2021,ETHTUSD,3849.65,3892.51,3674.03,3746.03,1230.8389,4676045.002,3517
10/17/2021,ETHTUSD,3828.12,3917.8,3646.52,3844.15,1711.6551,6572494.521,4611
10/16/2021,ETHTUSD,3868.33,3970,3805.63,3829.71,1506.341,5833515.79,3426
10/15/2021,ETHTUSD,3790.95,3902.63,3735.93,3867.53,1621.0208,6188730.483,4724
10/14/2021,ETHTUSD,3608.23,3825.66,3588.09,3791.24,1697.2918,6369094.935,5812
10/13/2021,ETHTUSD,3490.98,3611.35,3413.42,3606.98,1105.2926,3862282.753,3132
10/12/2021,ETHTUSD,3539.21,3542.37,3404.73,3487.43,1294.7361,4508524.418,4259
10/11/2021,ETHTUSD,3412.68,3622.27,3377.56,3543.05,850.4845,3011829.476,2555
10/10/2021,ETHTUSD,3570.07,3602.61,3411.26,3416.09,928.9271,3281637.997,2597
10/9/2021,ETHTUSD,3565.19,3627.5,3540.59,3570.77,1076.7509,3863448.429,3056
10/8/2021,ETHTUSD,3589.49,3690,3530.78,3560.33,1478.3444,5335460.348,4251
10/7/2021,ETHTUSD,3574.84,3650.98,3474.84,3587.16,1091.4481,3905692.058,3229
10/6/2021,ETHTUSD,3514.88,3627.53,3340.08,3579.62,1857.7947,6584033.969,4873
10/5/2021,ETHTUSD,3388.87,3542.85,3366.82,3518.63,1172.861,4045455.415,3607
10/4/2021,ETHTUSD,3418.77,3436.32,3274.52,3381.23,1221.5771,4104735.272,3622
10/3/2021,ETHTUSD,3392.46,3490.64,3341.84,3420.87,1438.3005,4917318.885,4697
10/2/2021,ETHTUSD,3310.63,3465.63,3259.65,3393.77,1094.8557,3675710.042,3679
10/1/2021,ETHTUSD,2999.04,3330,2970.32,3308.71,3296.266,10363848.9,7685
9/30/2021,ETHTUSD,2849.93,3047.98,2838.26,3001.01,3351.4472,10020612.54,7882
9/29/2021,ETHTUSD,2805.07,2948.65,2784.42,2849.4,3641.4264,10405402.93,6491
9/28/2021,ETHTUSD,2916.69,2970.36,2788.97,2807,2423.0401,6970566.233,5312
9/27/2021,ETHTUSD,3056.92,3166.92,2925,2925,3203.2467,9890601.84,6768
9/26/2021,ETHTUSD,2924.78,3115,2721.2,3064.86,2142.6454,6320729.344,5582
9/25/2021,ETHTUSD,2929.54,2966.51,2805,2922.45,3177.4476,9252482.634,6355
9/24/2021,ETHTUSD,3153.92,3158.86,2739.86,2924.82,4153.1486,12345067.26,7538
9/23/2021,ETHTUSD,3077.27,3172,3037.06,3154.65,3821.175,11886218.53,7471
9/22/2021,ETHTUSD,2768.11,3088.19,2740.94,3074.26,4988.4232,14628873.21,8176
9/21/2021,ETHTUSD,2977.3,3103.57,2653.67,2764.72,5451.65048,16114904.46,10555
9/20/2021,ETHTUSD,3335.42,3345.81,2915.37,2964.69,4301.154,13395736.75,6518
9/19/2021,ETHTUSD,3433.43,3455.59,3260,3326.97,2330.2575,7885302.475,4290
9/18/2021,ETHTUSD,3401.54,3540.16,3369.29,3435.86,2874.7568,9942383.458,5838
9/17/2021,ETHTUSD,3571.76,3592.85,3350.46,3399.13,2980.7865,10310966.72,5111
9/16/2021,ETHTUSD,3618.71,3671.12,3484.16,3571.17,3229.8883,11587995.36,7795
9/15/2021,ETHTUSD,3435.56,3615.22,3361.4,3614.13,3334.8351,11542049.85,7516
9/14/2021,ETHTUSD,3286.11,3440.65,3272.17,3440.65,1707.3339,5707564.02,3394
9/13/2021,ETHTUSD,3402.67,3429.76,3117,3284.84,1640.861,5339438.273,6899
9/12/2021,ETHTUSD,3260.79,3468.52,3232.41,3408.55,1007.4355,3412343.094,2266
9/11/2021,ETHTUSD,3211.17,3346.32,3200.95,3261.89,935.3095,3060271.166,2438
9/10/2021,ETHTUSD,3419.52,3514.06,3146.8,3208.8,1297.1012,4350830.339,3015
9/9/2021,ETHTUSD,3498.62,3572.39,3386.21,3425.99,1501.4111,5230303.835,3070
9/8/2021,ETHTUSD,3422.46,3558.14,3202.72,3494.3,771.5058,2638569.705,2398
9/7/2021,ETHTUSD,3929.66,3999,3017.11,3443.4,1379.5566,4982062.233,4148
9/6/2021,ETHTUSD,3949.34,3969.57,3868.61,3932.15,747.43,2940859.576,2166
9/5/2021,ETHTUSD,3885.3,3981,3843.45,3951.98,843.2482,3308390.689,1735
9/4/2021,ETHTUSD,3937.54,3972.41,3840,3886.37,532.1778,2076222.561,1386
9/3/2021,ETHTUSD,3794.48,4028.61,3720.03,3935.61,1053.03301,4077449.507,2171
9/2/2021,ETHTUSD,3827.65,3837.85,3727.28,3792.64,979.5691,3694048.323,2175
9/1/2021,ETHTUSD,3419.35,3841.69,3388.38,3825.19,978.99512,3503970.369,2768
8/31/2021,ETHTUSD,3226.63,3472.54,3192.13,3430.98,1242.64041,4134093.824,3215
8/30/2021,ETHTUSD,3224.58,3349,3145.96,3228.79,2145.54555,6949123.571,4861
8/29/2021,ETHTUSD,3247.77,3283.86,3155.46,3230.8,1054.7719,3400178.584,1873
8/28/2021,ETHTUSD,3280.69,3286.02,3210.51,3245.7,996.6653,3231985.801,1937
8/27/2021,ETHTUSD,3089.07,3280.97,3063.69,3273.67,1132.51313,3579556.612,2081
8/26/2021,ETHTUSD,3229.92,3249,3053.75,3089.18,913.57468,2852081.886,1804
8/25/2021,ETHTUSD,3178.53,3247.41,3080.19,3227.6,691.76479,2201759.156,1752
8/24/2021,ETHTUSD,3323.91,3359.71,3150.5,3173.56,1640.16235,5325533.059,2996
8/23/2021,ETHTUSD,3239.37,3377.64,3234.94,3319.14,1208.6788,4017659.287,4304
8/22/2021,ETHTUSD,3250.4,3273.94,3130.73,3242.91,326.27461,1043831.132,1563
8/21/2021,ETHTUSD,3281.22,3312.56,3211.86,3229.94,561.14271,1837707.102,2426
8/20/2021,ETHTUSD,3189,3301,3179.93,3287.85,1010.96652,3284795.01,4158
8/19/2021,ETHTUSD,3018.48,3185.96,2963.84,3184.37,654.50074,1995042.598,2776
8/18/2021,ETHTUSD,3007.97,3118.43,2951.84,3012.54,893.41897,2720490.923,3662
8/17/2021,ETHTUSD,3146.82,3290.08,2995.64,3010.36,1092.18898,3430970.293,3896
8/16/2021,ETHTUSD,3311.98,3334.81,3136.35,3148.4,1204.1293,3917864.102,4391
8/15/2021,ETHTUSD,3272.58,3321.24,3116.85,3310.11,1074.00409,3479870.309,4178
8/14/2021,ETHTUSD,3327.03,3329,3206.2,3262.43,678.74046,2224849.765,2538
8/13/2021,ETHTUSD,3044.51,3327.03,3040.06,3327.03,970.06501,3127165.357,3912
8/12/2021,ETHTUSD,3152.97,3237.1,2980.72,3047.08,1298.13123,4024335.222,5042
8/11/2021,ETHTUSD,3143.56,3274.29,3122.23,3162.91,1210.99739,3893656.362,5283
8/10/2021,ETHTUSD,3161.47,3235,3055.46,3138.31,1536.86374,4822245.995,6435
8/9/2021,ETHTUSD,3013.33,3187.46,2896.6,3162.68,2095.41853,6411940.42,7937
8/8/2021,ETHTUSD,3158.66,3190.39,2947.11,3014.82,1945.8507,5983415.161,8226
8/7/2021,ETHTUSD,2892,3172.07,2865.12,3156.04,1857.28534,5657533.302,8511
8/6/2021,ETHTUSD,2822.47,2948.13,2724.14,2889.16,1512.57117,4328856.223,5420
8/5/2021,ETHTUSD,2726.52,2843.31,2533.19,2823.28,1091.05067,2956102.035,3726
8/4/2021,ETHTUSD,2507.04,2765.61,2457.12,2725.55,1649.43339,4218313.189,5464
8/3/2021,ETHTUSD,2606.1,2629.17,2442.83,2509.29,1803.90186,4515998.617,6052
8/2/2021,ETHTUSD,2554.34,2666.01,2509.12,2602.85,2272.62297,5877580.116,8064
8/1/2021,ETHTUSD,2535.39,2697,2514.64,2562.34,1988.61084,5157105.322,6455
7/31/2021,ETHTUSD,2463.82,2552.41,2424.24,2531.77,1267.84348,3144306.989,3796
7/30/2021,ETHTUSD,2388.38,2471.08,2318.65,2461.55,2073.08849,4944447.24,6455
7/29/2021,ETHTUSD,2298.41,2400,2267.52,2382.14,836.3483,1936897.735,3048
7/28/2021,ETHTUSD,2298,2344.52,2235.02,2297.77,1733.52835,3981607.075,5213
7/27/2021,ETHTUSD,2226.67,2319.53,2152.44,2301.89,2848.40625,6362192.576,9825
7/26/2021,ETHTUSD,2190.93,2432.62,2175.92,2231.84,2763.94074,6424580.837,8880
7/25/2021,ETHTUSD,2181.15,2197.27,2108.86,2190.25,398.88662,860869.4139,1613
7/24/2021,ETHTUSD,2129.8,2199.5,2106.08,2186.32,681.6319,1463591.826,2325
7/23/2021,ETHTUSD,2025.16,2133.22,1996.3,2124.84,1692.00453,3470171.276,5757
7/22/2021,ETHTUSD,1995.45,2047.82,1949.45,2023.7,2016.58623,4036061.326,5847
7/21/2021,ETHTUSD,1787.74,2025.22,1751.35,1995.02,2301.04061,4368767.553,6599
7/20/2021,ETHTUSD,1820.25,1839.86,1718.3,1788.3,2848.22613,5023795.471,7921
7/19/2021,ETHTUSD,1887.03,1915.91,1805.16,1817.39,1773.42703,3275305.479,4583
7/18/2021,ETHTUSD,1902.03,1993.44,1869.25,1893.39,1342.30629,2602320.775,3827
7/17/2021,ETHTUSD,1875.37,1917.6,1848.3,1900.1,1154.17549,2176299.521,3456
7/16/2021,ETHTUSD,1920.3,1964.08,1850,1876.58,1242.74713,2370383.007,3260
7/15/2021,ETHTUSD,1984.53,2038.99,1881.65,1917.84,1148.36046,2218317.217,3279
7/14/2021,ETHTUSD,1936.73,2018.07,1864.47,1994.22,1174.60427,2299600.072,3600
7/13/2021,ETHTUSD,2032.11,2044.96,1919.99,1939.22,1091.06562,2162186.744,3114
7/12/2021,ETHTUSD,2139.37,2166.44,2009.01,2034.78,794.75452,1655617.035,2461
7/11/2021,ETHTUSD,2111.71,2172.31,2083.18,2136.92,511.83352,1088686.846,1828
7/10/2021,ETHTUSD,2146.64,2191.13,2075.72,2111.15,837.53611,1778091.755,3197
7/9/2021,ETHTUSD,2118,2186.04,2048.23,2146.47,1173.30879,2489751.649,4057
7/8/2021,ETHTUSD,2313.04,2323.17,2087.72,2116.37,1861.28927,4081860.31,5685
7/7/2021,ETHTUSD,2316.66,2408.74,2294.44,2309.46,1217.02786,2860133.892,3773
7/6/2021,ETHTUSD,2200.89,2349.57,2195.97,2322.63,1412.92373,3244408.321,4529
7/5/2021,ETHTUSD,2316.91,2321.31,2158.94,2197.64,1737.43494,3897942.288,5715
7/4/2021,ETHTUSD,2227.18,2388.23,2189.92,2322.85,1071.33913,2475606.962,2987
7/3/2021,ETHTUSD,2156.89,2237,2114.19,2227.32,1086.999,2379715.653,3328
7/2/2021,ETHTUSD,2107.88,2158.43,2008.55,2154.8,1864.75325,3868121.072,5105
7/1/2021,ETHTUSD,2275.75,2275.75,2055.4,2107.86,2009.34147,4298207.195,5519
6/30/2021,ETHTUSD,2166.06,2285.94,2086.51,2275.69,2041.27578,4421655.932,6560
6/29/2021,ETHTUSD,2084.48,2244.82,2075.87,2162.76,1832.34442,3987661.126,5151
6/28/2021,ETHTUSD,1984.18,2143.89,1960.41,2083.74,2500.97838,5137677.622,6137
6/27/2021,ETHTUSD,1820.81,1983.04,1806.36,1974.39,2133.54703,3972768.217,4911
6/26/2021,ETHTUSD,1809.86,1851.29,1716.91,1830.57,2522.07068,4479591.337,5613
6/25/2021,ETHTUSD,1991.83,2017.54,1792.61,1811.16,2324.20537,4378466.513,5942
6/24/2021,ETHTUSD,1968.16,2035.18,1884.76,1987.96,1901.44964,3733128.244,4478
6/23/2021,ETHTUSD,1878.94,2043.95,1824.53,1967.85,2668.24621,5285703.008,5969
6/22/2021,ETHTUSD,1885.03,1996.87,1699.28,1876.47,4570.09852,8544697.871,8852
6/21/2021,ETHTUSD,2244.61,2258.21,1867.53,1891.27,3651.08549,7245945.091,8434
6/20/2021,ETHTUSD,2164.52,2275.98,2043.82,2244.43,1558.08247,3349060.579,3929
6/19/2021,ETHTUSD,2233.86,2273.96,2162.31,2165.8,1017.57519,2262074.288,2484
6/18/2021,ETHTUSD,2373.19,2375.19,2139.88,2236.14,1297.95295,2933509.319,3196
6/17/2021,ETHTUSD,2364.66,2460.37,2308.17,2370.35,1408.55109,3348510.258,3572
6/16/2021,ETHTUSD,2542.1,2552.63,2352.63,2368.64,1194.32497,2923628.701,3483
6/15/2021,ETHTUSD,2584.36,2639.28,2507.6,2544.12,1172.57099,3018247.125,3394
6/14/2021,ETHTUSD,2512.16,2607.12,2463.87,2582.24,1490.74396,3775523.787,3955
6/13/2021,ETHTUSD,2375.49,2549.17,2309.45,2502.5,1604.79151,3851894.931,4411
6/12/2021,ETHTUSD,2352.66,2452.61,2250.91,2368.47,1479.74266,3491942.98,4164
6/11/2021,ETHTUSD,2470.08,2497.12,2325.27,2352.83,1748.27624,4237086.251,4194
6/10/2021,ETHTUSD,2609.46,2619.14,2426.59,2466.67,1414.83838,3568560.511,3729
6/9/2021,ETHTUSD,2505.49,2627.55,2409.56,2610.03,1961.74713,4958465.584,5039
6/8/2021,ETHTUSD,2585.09,2622.31,2308.45,2515.8,1756.34718,4374769.104,4768
6/7/2021,ETHTUSD,2719.73,2847.17,2570.47,2593.84,1686.32299,4616241.475,4931
6/6/2021,ETHTUSD,2624.68,2744.26,2616.32,2713.95,1097.12779,2954930.491,3008
6/5/2021,ETHTUSD,2695.93,2816.21,2550.05,2629.12,1521.5416,4061619.138,4078
6/4/2021,ETHTUSD,2856.01,2861.49,2538.78,2690.14,1796.40193,4789803.376,5068
6/3/2021,ETHTUSD,2695.82,2890.9,2661.54,2856.89,1134.02573,3167324.364,3662
6/2/2021,ETHTUSD,2636.78,2801.13,2552.35,2706.71,1343.05265,3613023.183,3742
6/1/2021,ETHTUSD,2710.97,2735.28,2526.63,2633.39,1284.10927,3351522.936,3772
5/31/2021,ETHTUSD,2385.97,2717.11,2270,2715.26,1711.91518,4240720.426,4341
5/30/2021,ETHTUSD,2283.13,2475.61,2183.8,2388.24,1649.44251,3932081.144,4074
5/29/2021,ETHTUSD,2409.56,2572.58,2210.8,2283.15,1420.49368,3370822.804,4339
5/28/2021,ETHTUSD,2744.08,2759.21,2329.28,2413.18,2255.8531,5697521.088,6385
5/27/2021,ETHTUSD,2888.47,2888.47,2637,2733.66,1326.64213,3670912.617,4271
5/26/2021,ETHTUSD,2711.32,2912.17,2641.36,2888.89,1925.9912,5367979.986,5358
5/25/2021,ETHTUSD,2644.8,2752.61,2376.33,2696.21,2317.90271,5969323.06,7434
5/24/2021,ETHTUSD,2101.97,2677.5,2087.5,2651.11,2982.90362,6993770.677,9322
5/23/2021,ETHTUSD,2289.82,2382.44,1500,2115.4,5376.40484,10820094.45,13625
5/22/2021,ETHTUSD,2441.89,2485.11,2157.96,2295.24,2284.31916,5386122.458,7128
5/21/2021,ETHTUSD,2788.65,2941.85,2100,2432.08,3545.43227,8994104.186,12384
5/20/2021,ETHTUSD,2445.88,3028.87,2166.06,2772.02,3122.69311,8197778.526,11282
5/19/2021,ETHTUSD,3390.86,3439.16,1877.93,2445.88,6642.51571,17819877.76,20464
5/18/2021,ETHTUSD,3302.59,3565.01,3243.95,3376.28,1446.46352,4957888.005,6105
5/17/2021,ETHTUSD,3575.89,3577.6,3116.23,3257.83,3038.43205,10196855.21,10382
5/16/2021,ETHTUSD,3651.76,3875.95,3335,3605.28,2680.77698,9755391.248,8464
5/15/2021,ETHTUSD,4077.56,4137.73,3631.09,3659.23,1473.26644,5673522.34,5599
5/14/2021,ETHTUSD,3716.54,4179.77,3698.96,4076.78,2086.43012,8274223.285,9536
5/13/2021,ETHTUSD,3789.47,4344,3380,3710.33,4192.72462,15961092.46,14299
5/12/2021,ETHTUSD,4175,4374.61,3730,3809.36,3919.24307,16247683.42,12724
5/11/2021,ETHTUSD,3945.22,4184,3775.66,4174.06,2337.41389,9250802.239,8892
5/10/2021,ETHTUSD,3930.57,4211.4,3609.59,3942.87,2588.70129,10481163.29,10404
5/9/2021,ETHTUSD,3911.58,3986,3730.15,3923.47,2503.5629,9708872.111,9346
5/8/2021,ETHTUSD,3485.12,3959.56,3360,3915.3,3125.64725,11386517.74,10999
5/7/2021,ETHTUSD,3494.38,3590,3360,3485.17,1357.09313,4708965.146,5110
5/6/2021,ETHTUSD,3529.99,3609.61,3384.38,3492.75,1802.95284,6290481.817,6491
5/5/2021,ETHTUSD,3246.85,3545.53,3205.38,3527.22,1833.2534,6171908.715,6722
5/4/2021,ETHTUSD,3435.46,3528.14,3155.61,3241.47,4063.46994,13534760.52,13383
5/3/2021,ETHTUSD,2952.46,3456.61,2952.27,3431.15,2880.88776,9180875.551,9133
5/2/2021,ETHTUSD,2947.45,2986.54,2855.28,2954.49,1136.20601,3322891.781,3734
5/1/2021,ETHTUSD,2774.45,2955,2756.01,2947.71,1375.15966,3954600.227,4247
4/30/2021,ETHTUSD,2759.63,2800,2723.64,2771.75,1303.09153,3595775.428,3939
4/29/2021,ETHTUSD,2752.19,2798.48,2671.53,2759.63,979.90057,2683472.674,3793
4/28/2021,ETHTUSD,2668.75,2761.81,2565.19,2748.84,1948.18194,5206368.249,6743
4/27/2021,ETHTUSD,2534.97,2681.68,2484.14,2659.19,3203.31956,8269299.125,32076
4/26/2021,ETHTUSD,2321.34,2544,1320,2535.47,3018.12602,7352798.982,11791
4/25/2021,ETHTUSD,2220.84,2356.28,2170.33,2319.66,1954.46356,4442885.816,5854
4/24/2021,ETHTUSD,2368.04,2368.87,2160.06,2217.43,1974.43557,4436671.5,5907
4/23/2021,ETHTUSD,2394.72,2441.26,2110.31,2364.96,8496.8331,18966495.62,17240
4/22/2021,ETHTUSD,2361.86,2644.47,2304.82,2400.76,6035.62965,14877109.33,16134
4/21/2021,ETHTUSD,2335.23,2471.14,2237.89,2357.51,2796.65345,6575444.48,7183
4/20/2021,ETHTUSD,2167.96,2347.87,2051.01,2332.77,3036.44327,6664917.794,8007
4/19/2021,ETHTUSD,2241.49,2281.03,2080.53,2168.38,2530.84058,5545878.452,6446
4/18/2021,ETHTUSD,2318.58,2338.88,1933.01,2241,5218.29134,11360276.7,14149
4/17/2021,ETHTUSD,2432.66,2493.52,2315.63,2317.69,1448.861,3465794.158,4018
4/16/2021,ETHTUSD,2518.17,2549,2304.96,2432.68,2286.00038,5547671.298,6996
4/15/2021,ETHTUSD,2439.63,2545.26,2401.1,2516.47,1794.37961,4435188.936,4536
4/14/2021,ETHTUSD,2300.44,2445.98,2267.97,2430.48,3273.48123,7741217.174,7301
4/13/2021,ETHTUSD,2141.61,2317.69,2139.31,2300.44,2097.0085,4697098.351,4844
4/12/2021,ETHTUSD,2150,2200.39,2100.93,2136.96,1253.09843,2695431.842,3109
4/11/2021,ETHTUSD,2135.61,2163,2112.91,2148.24,1167.34975,2497283.33,2293
4/10/2021,ETHTUSD,2061.88,2196.84,2058.74,2133.69,1559.4938,3336896.073,3710
4/9/2021,ETHTUSD,2079.61,2100,2048.88,2065.77,920.05973,1907638.533,2060
4/8/2021,ETHTUSD,1962.23,2083.43,1946.44,2080.06,2357.12611,4825282.744,4058
4/7/2021,ETHTUSD,2112.21,2128.66,1933,1961.83,3126.08815,6271929.567,7400
4/6/2021,ETHTUSD,2109.02,2151.65,2044.49,2111.56,1735.76718,3660051.268,5253
4/5/2021,ETHTUSD,2077.84,2132.06,2003.87,2106.33,1289.17975,2676782.933,3755
4/4/2021,ETHTUSD,2006.62,2092.02,1970.08,2076.89,1490.83531,3031789.855,3163
4/3/2021,ETHTUSD,2134.92,2137.26,2000,2011.19,1392.79327,2890119.123,4095
4/2/2021,ETHTUSD,1970.87,2145.03,1949.24,2137.06,1802.09377,3653795.157,4074
4/1/2021,ETHTUSD,1925.69,1984.16,1886.01,1967.02,1662.47008,3228891.078,3273
3/31/2021,ETHTUSD,1841.76,1947.02,1772.47,1916.05,1699.81888,3154613.693,3459
3/30/2021,ETHTUSD,1821.34,1859.4,1787.3,1842.59,1194.68586,2179818.536,2436
3/29/2021,ETHTUSD,1684.66,1840.79,1676.8,1816.63,1974.38868,3522590.594,4301
3/28/2021,ETHTUSD,1715.48,1724.23,1661.16,1685.23,1014.65327,1721846.353,1865
3/27/2021,ETHTUSD,1700.76,1729.85,1666.83,1710.4,1354.71143,2301517.592,2425
3/26/2021,ETHTUSD,1597.48,1700.95,1597.48,1699.8,1622.46679,2662427.162,2541
3/25/2021,ETHTUSD,1581.4,1620.78,1543.79,1588.48,1814.83165,2883245.742,2408
3/24/2021,ETHTUSD,1667,1740.02,1544.09,1582.48,1788.45022,2975131.74,3024
3/23/2021,ETHTUSD,1680.75,1720,1625,1670.94,1120.63265,1888742.049,1732
3/22/2021,ETHTUSD,1778.13,1806.16,1657.55,1687.47,1244.25517,2149001.495,1996
3/21/2021,ETHTUSD,1802.99,1816.3,1747.49,1784.47,707.19022,1261164.045,1430
3/20/2021,ETHTUSD,1811.47,1866.53,1802.35,1802.8,919.96469,1691643.601,1701
3/19/2021,ETHTUSD,1771.47,1840.46,1732.54,1808.73,516.03259,931498.1948,1180
3/18/2021,ETHTUSD,1823.73,1846.28,1759.22,1783.1,722.18116,1301152.736,1414
3/17/2021,ETHTUSD,1811.68,1838.5,1740.76,1821.65,1078.17737,1929748.663,1896
3/16/2021,ETHTUSD,1792.39,1819,1711.54,1804.52,1536.33318,2721486.435,2002
3/15/2021,ETHTUSD,1846.25,1890.11,1734.7,1788.77,2391.02226,4287443.211,3267
3/14/2021,ETHTUSD,1919.82,1930,1780,1851.36,1441.25868,2711192.491,2793
3/13/2021,ETHTUSD,1765.47,1940.81,1729.07,1923.38,1485.0367,2762256.703,2547
